date,developedcountries,developingcountries,africa,asiaoceania,america
02/20/2020,94.50644425958536,98.09813348416289,95.36862910768276,98.88458890254915,100
02/21/2020,94.93103560537824,98.42226135673164,95.89573386325252,98.88943051939908,100
02/22/2020,94.93103560537824,98.42226135673164,95.89573386325252,98.88943051939908,100
02/23/2020,94.93103560537824,98.42226135673164,95.89573386325252,98.88943051939908,100
02/24/2020,94.97019899903376,98.13976517187722,95.32270882268588,98.9152684882419,100
02/25/2020,95.04036157013572,98.48329267946217,95.31930660198468,98.93002826210572,100
02/26/2020,95.04965556207488,98.47751545466836,95.30576540489048,98.9168842573043,100
02/27/2020,96.10326833287556,98.47137682667888,96.10289339523418,98.97078403059894,100
02/28/2020,96.09060052506123,98.58219406468824,96.26467725022788,98.97056348626556,100
02/29/2020,96.09060052506123,98.58219406468824,96.26467725022788,98.97056348626556,100
03/01/2020,96.09060052506123,98.58219406468824,96.26467725022788,98.97056348626556,100
03/02/2020,97.37630099627094,98.48778536585364,97.37561091501496,98.92139582096144,100
03/03/2020,97.7833916455215,98.56887298747765,97.78231818809228,98.99217183301386,100
03/04/2020,97.45875065453046,98.52151913543236,97.45863466365932,99.21745992307396,100
03/05/2020,97.8796728318396,98.582739795365,97.87855734394086,99.26236107589436,99.96417653802062
03/06/2020,98.94246321242352,98.9414677715819,98.9414677715819,99.27616328723272,99.56470028544244
03/07/2020,98.94246321242352,98.9414677715819,98.9414677715819,99.27616328723272,99.56470028544244
03/08/2020,98.94246321242352,98.9414677715819,98.9414677715819,99.27616328723272,99.56470028544244
03/09/2020,99.88695662103063,99.43949128097546,99.43550781058488,99.22993415133124,99.68325791855204
03/10/2020,99.23991468893225,99.22103213242454,99.22994894250763,98.81025884461472,99.90691235440138
03/11/2020,98.65346445326595,98.65280039061226,98.65280039061226,98.61163584811553,99.97850284240197
03/12/2020,96.93819882315134,97.6824803116924,96.93819802378286,98.4284562983012,100
03/13/2020,96.8298244448872,97.03436921177196,96.82892709670998,98.1894285284492,100
03/14/2020,96.8298244448872,97.03436921177196,96.82892709670998,98.1894285284492,100
03/15/2020,96.8298244448872,97.03436921177196,96.82892709670998,98.1894285284492,100
03/16/2020,97.43703984227938,97.70672324089507,97.43679000186786,98.2694482326208,100
03/17/2020,95.98095258994304,96.8258044037593,95.99248459503866,98.05473757770444,100
03/18/2020,94.76957077546422,96.82342246128324,95.36979485907683,97.66612745218563,100
03/19/2020,93.6144255979453,96.75062843071872,95.20130876447531,97.13685295049778,100
03/20/2020,93.50535519592962,96.63633986928104,95.19665909342768,97.19811017527437,100
03/21/2020,93.50535519592962,96.63633986928104,95.19665909342768,97.19811017527437,100
03/22/2020,93.50535519592962,96.63633986928104,95.19665909342768,97.19811017527437,100
03/23/2020,94.12207744698247,96.10883557636043,94.52040541110694,97.06130725223524,100
03/24/2020,94.44522418837654,96.10883557636043,94.44519425114063,97.37145038875023,100
03/25/2020,94.76033147375831,96.17055000792516,94.76009214839526,97.21758689365689,99.37444146559426
03/26/2020,96.43593389996803,96.80307738273082,96.43528181961798,97.5057532683517,99.28052932485384
03/27/2020,96.73345718329794,96.8277608915907,96.73262002336492,97.04475621090296,99.75472794165108
03/28/2020,96.73345718329794,96.8277608915907,96.73262002336492,97.04475621090296,99.75472794165108
03/29/2020,96.73345718329794,96.8277608915907,96.73262002336492,97.04475621090296,99.75472794165108
